ID,Sex,SpeciesID,Species,Tribe,CollectionDate,CollectionLocation,latitude,longitude
IRA3,F,Neofur,Neolamprologus furcifer,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IRB7,NA,Julreg,Julidochromis sp. "regani south",Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IRC2,NA,Telvit,Telmatochromis vittatus,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IRB8,M,Julreg,Julidochromis sp. "regani south",Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOF5,M,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IOI3,M,Lesper,Lestradea perspicax,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IRC5,F,Juldic,Julidochromis dickfeldi,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOH6,M,Regcal,Reganochromis calliurus,Limnochromini,24.08.14,Chimba,-8.426111111,30.45666667
IRB4,NA,Julreg,Julidochromis sp. "regani south",Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IWF7,M,Lamsig,Lamprologus signatus,Lamprologini,28.08.14,Chimba,-8.426111111,30.45666667
IWG2,F,Lamsig,Lamprologus signatus,Lamprologini,28.08.14,Chimba,-8.426111111,30.45666667
IRA5,M,Neofur,Neolamprologus furcifer,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOH5,M,Lepcun,Lepidiolamprologus cunningtoni,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IRC8,NA,Juldic,Julidochromis dickfeldi,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOF6,M,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IRB6,NA,Julreg,Julidochromis sp. "regani south",Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOE4,M,Altcal,Altolamprologus calvus,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IRB1,M,Petfam,Petrochromis famula,Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IWF9,M,Lamsig,Lamprologus signatus,Lamprologini,28.08.14,Chimba,-8.426111111,30.45666667
IOH7,M,Regcal,Reganochromis calliurus,Limnochromini,24.08.14,Chimba,-8.426111111,30.45666667
IOI6,M,Lesper,Lestradea perspicax,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOE6,M,Plepar,Plecodus paradoxus,Perissodini,24.08.14,Chimba,-8.426111111,30.45666667
MOH3,F,Trored,Tropheus sp. "red",Tropheini,06.09.16,Chimba,-8.426111111,30.45666667
IOF4,M,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IOG9,F,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IRC1,NA,Telvit,Telmatochromis vittatus,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOE2,M,Altcal,Altolamprologus calvus,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOI9,M,Psccur,Pseudosimochromis curvifrons,Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IRC9,M,Juldic,Julidochromis dickfeldi,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IRC4,M,Juldic,Julidochromis dickfeldi,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IRB3,NA,Julreg,Julidochromis sp. "regani south",Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IRA9,M,Petfam,Petrochromis famula,Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IWF8,M,Lamsig,Lamprologus signatus,Lamprologini,28.08.14,Chimba,-8.426111111,30.45666667
IOI5,NA,Lesper,Lestradea perspicax,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IRB9,NA,Telvit,Telmatochromis vittatus,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOF8,M,Ophnas,Ophthalmotilapia nasuta,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOI4,F,Lesper,Lestradea perspicax,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOE7,M,Plepar,Plecodus paradoxus,Perissodini,24.08.14,Chimba,-8.426111111,30.45666667
IOE1,F,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IWF5,M,Lamsig,Lamprologus signatus,Lamprologini,28.08.14,Chimba,-8.426111111,30.45666667
IRA7,M,Neofur,Neolamprologus furcifer,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IRC7,M,Juldic,Julidochromis dickfeldi,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOI2,F,Lesper,Lestradea perspicax,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOF2,NA,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IOF1,NA,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IOD4,F,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOE3,F,Altcal,Altolamprologus calvus,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOH1,F,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOG8,F,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOD9,M,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IRC6,M,Juldic,Julidochromis dickfeldi,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IWF6,M,Lamsig,Lamprologus signatus,Lamprologini,28.08.14,Chimba,-8.426111111,30.45666667
IOG6,M,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOE8,NA,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IWF4,M,Lamsig,Lamprologus signatus,Lamprologini,28.08.14,Chimba,-8.426111111,30.45666667
IOG7,M,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOH9,F,Lesper,Lestradea perspicax,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOH2,F,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOE9,F,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IOD6,M,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOF3,M,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IOG5,M,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOG4,M,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOE5,NA,Altcal,Altolamprologus calvus,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IOG3,M,Cyafoa,Cyathopharynx foae,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOF7,F,Trored,Tropheus sp. "red",Tropheini,24.08.14,Chimba,-8.426111111,30.45666667
IOF9,M,Ophnas,Ophthalmotilapia nasuta,Ectodini,24.08.14,Chimba,-8.426111111,30.45666667
IOH4,F,Lepcun,Lepidiolamprologus cunningtoni,Lamprologini,24.08.14,Chimba,-8.426111111,30.45666667
IWI1,NA,Pettre,Petrochromis trewavasae,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWH7,NA,Pettre,Petrochromis trewavasae,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWH3,F,Psccur,Pseudosimochromis curvifrons,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWH2,F,Psccur,Pseudosimochromis curvifrons,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWH9,NA,Pettre,Petrochromis trewavasae,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWG8,NA,Gnapfe,Gnathochromis pfefferi,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWH6,NA,Pettre,Petrochromis trewavasae,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWH8,NA,Pettre,Petrochromis trewavasae,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWH5,F,Simple,Pseudosimochromis babaulti (South),Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWH1,NA,Gnapfe,Gnathochromis pfefferi,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWG9,NA,Gnapfe,Gnathochromis pfefferi,Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IWH4,M,Simple,Pseudosimochromis babaulti (South),Tropheini,28.08.14,Chimba village,-8.421388889,30.45722222
IXA3,M,Treuni,Trematocara unimaculatum,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IZH3,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITB1,F,Lchaur,Limnochromis auritus,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LOE1,M,XenorS,Xenotilapia ornatipinnis (South),Ectodini,26.08.16,Chipwa Fishermen,-8.606166667,31.18611111
JAI8,F,Batvit,Bathybates vittatus,Bathybatini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXA4,M,Perecc,Perissodus eccentricus,Perissodini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXB6,M,Gwcsta,Limnochromis staneri,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAG3,M,Baicen,Baileychromis centropomoides,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCD9,NA,Lchaur,Limnochromis auritus,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXB9,M,Xencau,Xenotilapia caudafasciata,Ectodini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAI7,F,Gwcabe,Limnochromis abeelei,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAF5,M,Lchaur,Limnochromis auritus,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITA6,F,Gwcsta,Limnochromis staneri,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAC2,M,Tremac,Trematocara macrostoma,Trematocarini,30.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCE1,NA,Lchaur,Limnochromis auritus,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITB3,F,Gwcabe,Limnochromis abeelei,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXB8,M,Benmel,Benthochromis melanoides,Benthochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXE6,M,Tremac,Trematocara macrostoma,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAD2,NA,Lchaur,Limnochromis auritus,Limnochromini,30.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXE5,M,Tremac,Trematocara macrostoma,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXF9,NA,Treuni,Trematocara unimaculatum,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LNH3,F,Xchhec,Xenochromis hecqui,Perissodini,23.08.16,Chipwa Fishermen,-8.606166667,31.18611111
JCD8,NA,Gwcabe,Limnochromis abeelei,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXH6,NA,Gwcbel,Greenwoodochromis bellcrossi,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LHI7,F,Pleela,Plecodus elaviae,Perissodini,25.08.15,Chipwa Fishermen,-8.606166667,31.18611111
ITI2,M,Trenig,Trematocara nigrifrons,Trematocarini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAA3,NA,Xencau,Xenotilapia caudafasciata,Ectodini,29.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITH8,NA,Batfas,Bathybates fasciatus,Bathybatini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LNH9,M,Batvit,Bathybates vittatus,Bathybatini,23.08.16,Chipwa Fishermen,-8.606166667,31.18611111
JAG4,M,Regcal,Reganochromis calliurus,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBD6,F,Hemste,Hemibates stenosoma,Bathybatini,02.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LBD8,M,Tremar,Trematocara marginatum,Trematocarini,02.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LHI6,F,Pleela,Plecodus elaviae,Perissodini,25.08.15,Chipwa Fishermen,-8.606166667,31.18611111
ITH3,M,Batfas,Bathybates fasciatus,Bathybatini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXH7,NA,Gwcbel,Greenwoodochromis bellcrossi,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXG6,NA,Benmel,Benthochromis melanoides,Benthochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IUH6,M,Batgra,Bathybates graueri,Bathybatini,25.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITA4,F,Gnaper,Gnathochromis permaxillaris,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXC9,M,HemstZ,Hemibates koningsi,Bathybatini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IZH4,NA,TeldhS,Telmatochromis dhonti,Lamprologini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAC5,NA,Gnaper,Gnathochromis permaxillaris,Limnochromini,30.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBB5,M,Hemste,Hemibates stenosoma,Bathybatini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LBD3,M,Batvit,Bathybates vittatus,Bathybatini,02.08.15,Chipwa Fishermen,-8.606166667,31.18611111
JCD1,NA,Baicen,Baileychromis centropomoides,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXE4,NA,Gnaper,Gnathochromis permaxillaris,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBE2,M,Xensim,Xenotilapia sima,Ectodini,02.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LDB3,M,Bentri,Benthochromis tricoti,Benthochromini,07.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LDB4,M,Bentri,Benthochromis tricoti,Benthochromini,07.08.15,Chipwa Fishermen,-8.606166667,31.18611111
IXI4,NA,Benmel,Benthochromis melanoides,Benthochromini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXI3,NA,Benmel,Benthochromis melanoides,Benthochromini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXC2,M,Hemste,Hemibates stenosoma,Bathybatini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXC8,M,Hemste,Hemibates stenosoma,Bathybatini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAC8,NA,Xchhec,Xenochromis hecqui,Perissodini,30.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAC4,NA,Plemul,Plecodus multidentatus,Perissodini,30.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITH7,NA,Boumic,Boulengerochromis microlepis,Boulengerochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAH7,F,Xchhec,Xenochromis hecqui,Perissodini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBD9,M,Trenig,Trematocara nigrifrons,Trematocarini,02.08.15,Chipwa Fishermen,-8.606166667,31.18611111
JAD3,NA,Gwcabe,Limnochromis abeelei,Limnochromini,30.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCC6,M,Baicen,Baileychromis centropomoides,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBD5,F,Hemste,Hemibates stenosoma,Bathybatini,02.08.15,Chipwa Fishermen,-8.606166667,31.18611111
IXH5,NA,Gwcbel,Greenwoodochromis bellcrossi,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBC3,NA,Xchhec,Xenochromis hecqui,Perissodini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LBC4,NA,Perecc,Perissodus eccentricus,Perissodini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
IUH5,M,Batgra,Bathybates graueri,Bathybatini,25.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXC7,M,Hemste,Hemibates stenosoma,Bathybatini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXC6,M,Hemste,Hemibates stenosoma,Bathybatini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXI7,NA,Benmel,Benthochromis melanoides,Benthochromini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBB2,F,Batleo,Bathybates leo,Bathybatini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LBB4,F,Batvit,Bathybates vittatus,Bathybatini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
ITH6,NA,Boumic,Boulengerochromis microlepis,Boulengerochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITB6,NA,Gwcsta,Limnochromis staneri,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBC2,F,Xensim,Xenotilapia sima,Ectodini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
ITB7,NA,Gwcsta,Limnochromis staneri,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXI2,F,Gwcbel,Greenwoodochromis bellcrossi,Limnochromini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXE8,M,Tremac,Trematocara macrostoma,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXH8,NA,Gwcbel,Greenwoodochromis bellcrossi,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITC3,F,Cyplep,Cyprichromis leptosoma,Cyprichromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAA2,NA,Xencau,Xenotilapia caudafasciata,Ectodini,29.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXC1,F,Xencau,Xenotilapia caudafasciata,Ectodini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IZF1,F,Gwcchr,Greenwoodochromis christyi,Limnochromini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXC3,F,Hemste,Hemibates stenosoma,Bathybatini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAB8,F,Baicen,Baileychromis centropomoides,Limnochromini,30.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBB6,F,Hemste,Hemibates stenosoma,Bathybatini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
JAB7,M,Baicen,Baileychromis centropomoides,Limnochromini,30.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCA1,NA,Lchaur,Limnochromis auritus,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IZG5,M,Tresti,Trematocara stigmaticum,Trematocarini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXF1,NA,Treuni,Trematocara unimaculatum,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCC7,M,Baicen,Baileychromis centropomoides,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LDB5,M,Bentri,Benthochromis tricoti,Benthochromini,07.08.15,Chipwa Fishermen,-8.606166667,31.18611111
ITD9,NA,Pcybri,Paracyprichromis sp. "brieni south",Cyprichromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAH6,M,Regcal,Reganochromis calliurus,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXC5,M,Hemste,Hemibates stenosoma,Bathybatini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAA4,NA,Xencau,Xenotilapia caudafasciata,Ectodini,29.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCE8,NA,Gwcchr,Greenwoodochromis christyi,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IUI5,M,Gnaper,Gnathochromis permaxillaris,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITG6,M,Hapmic,Haplotaxodon microlepis,Perissodini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXH1,NA,Gwcsta,Limnochromis staneri,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXH2,NA,Gwcsta,Limnochromis staneri,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LJC1,F,Plemul,Plecodus multidentatus,Perissodini,14.11.15,Chipwa Fishermen,-8.606166667,31.18611111
IXH4,NA,Gwcsta,Limnochromis staneri,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITC5,M,Cyplep,Cyprichromis leptosoma,Cyprichromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITB9,NA,Gwcabe,Limnochromis abeelei,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCE2,NA,Xencau,Xenotilapia caudafasciata,Ectodini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXF3,M,Treuni,Trematocara unimaculatum,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCD7,M,Benmel,Benthochromis melanoides,Benthochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXB5,F,Gwcbel,Greenwoodochromis bellcrossi,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LHI3,M,Perecc,Perissodus eccentricus,Perissodini,25.08.15,Chipwa Fishermen,-8.606166667,31.18611111
IXI8,NA,Benmel,Benthochromis melanoides,Benthochromini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IUI7,M,Xchhec,Xenochromis hecqui,Perissodini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITB5,NA,Gwcsta,Limnochromis staneri,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXE9,F,Treuni,Trematocara unimaculatum,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITB8,NA,Gwcsta,Limnochromis staneri,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXF6,F,Treuni,Trematocara unimaculatum,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCB6,NA,Gwcchr,Greenwoodochromis christyi,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LDB2,M,Bentri,Benthochromis tricoti,Benthochromini,07.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LBE1,F,Trenig,Trematocara nigrifrons,Trematocarini,02.08.15,Chipwa Fishermen,-8.606166667,31.18611111
ITD6,NA,Batgra,Bathybates graueri,Bathybatini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITC4,F,Cyplep,Cyprichromis leptosoma,Cyprichromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITF2,NA,Batleo,Bathybates leo,Bathybatini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IZA8,F,Plemul,Plecodus multidentatus,Perissodini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITG3,M,Hapmic,Haplotaxodon microlepis,Perissodini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITG4,M,Hapmic,Haplotaxodon microlepis,Perissodini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JAE9,F,Baicen,Baileychromis centropomoides,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXF7,NA,Treuni,Trematocara unimaculatum,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IZG2,M,Tresti,Trematocara stigmaticum,Trematocarini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LDA7,M,Bentri,Benthochromis tricoti,Benthochromini,07.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LNH7,NA,Batvit,Bathybates vittatus,Bathybatini,23.08.16,Chipwa Fishermen,-8.606166667,31.18611111
IZC3,NA,Xencau,Xenotilapia caudafasciata,Ectodini,28.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXG2,NA,Batgra,Bathybates graueri,Bathybatini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LIA1,F,Pleela,Plecodus elaviae,Perissodini,25.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LIA2,F,Pleela,Plecodus elaviae,Perissodini,25.08.15,Chipwa Fishermen,-8.606166667,31.18611111
JAI5,M,Gwcabe,Limnochromis abeelei,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IUI1,M,Regcal,Reganochromis calliurus,Limnochromini,25.07.14,Chipwa Fishermen,-8.606166667,31.18611111
JCE7,NA,Gwcchr,Greenwoodochromis christyi,Limnochromini,31.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBA9,F,Pleela,Plecodus elaviae,Perissodini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
LBB3,M,Batvit,Bathybates vittatus,Bathybatini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
JCF4,NA,Oretan,Oreochromis tanganicae,Oreochromini,01.08.14,Chipwa Fishermen,-8.606166667,31.18611111
JCF5,NA,Oretan,Oreochromis tanganicae,Oreochromini,01.08.14,Chipwa Fishermen,-8.606166667,31.18611111
LBD4,M,Xchhec,Xenochromis hecqui,Perissodini,02.08.15,Chipwa Fishermen,-8.606166667,31.18611111
ITC2,M,Gwcsta,Limnochromis staneri,Limnochromini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBC1,F,Tremac,Trematocara macrostoma,Trematocarini,01.08.15,Chipwa Fishermen,-8.606166667,31.18611111
IXD5,NA,Gnaper,Gnathochromis permaxillaris,Limnochromini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
ITD5,NA,Batgra,Bathybates graueri,Bathybatini,24.07.14,Chipwa Fishermen,-8.606166667,31.18611111
IXF2,M,Treuni,Trematocara unimaculatum,Trematocarini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
LBE9,F,Xensim,Xenotilapia sima,Ectodini,02.08.15,Chipwa Fishermen,-8.606166667,31.18611111
IXA5,F,Batmin,Bathybates minor,Bathybatini,27.07.14,Chipwa Fishermen,-8.606166667,31.18611111
