DNA Tube ID	Specimen ID	Extracted	Extracted By	Finclip Completely Used	Genome Sequenced (y/n)	on Scicore	second file	Species ID	Sex	Morph	Whole Specimen	Date (YYYY.MM.DD)	Standard Length (cm)	Total Length (cm)	Weight (g)	location
RHF3	S_RHF3							Gwcbel	M			2017.08.06	11.8	14.5	43.3	Chipwa Fishermen
RHF4	S_RHF4							Gwcbel	NA			2017.08.06	11.4	14.1	40.3	Chipwa Fishermen
RHF5	S_RHF5							Gwcbel	F			2017.08.06	14.6	18.1	76.4	Chipwa Fishermen
RHF6	S_RHF6							Gwcbel	M			2017.08.06	13.8	16.5	60.4	Chipwa Fishermen
RHF7	S_RHF7							Gwcbel	F			2017.08.06	12.8	15.5	52.1	Chipwa Fishermen
RHF8	S_RHF8							Gwcbel	M			2017.08.06	11.2	14.0	39.4	Chipwa Fishermen
RHF9	S_RHF9							Gwcbel	F			2017.08.06	12.1	15.0	43.7	Chipwa Fishermen
RHG1	S_RHG1							Gwcbel	M			2017.08.06	13.6	17.1	73.1	Chipwa Fishermen
RHG2	S_RHG2							Gwcbel	M			2017.08.06	12.2	15.4	51.8	Chipwa Fishermen
RHG3	S_RHG3							Gwcbel	NA			2017.08.06	12.0	14.7	44.2	Chipwa Fishermen
RHG4	S_RHG4							Gwcbel	F			2017.08.06	11.9	14.8	47.7	Chipwa Fishermen
RHG5	S_RHG5							Gwcbel	F			2017.08.06	11.2	14.1	39.6	Chipwa Fishermen
RHG6	S_RHG6							Tylpol	NA			2017.08.07	16.5	21.1	119.7	Chipwa Fishermen
RHG7	S_RHG7							Tylpol	NA			2017.08.07	15.3	18.6	97.7	Chipwa Fishermen
RHG8	S_RHG8							Tylpol	NA			2017.08.07	15.5	18.7	96.0	Chipwa Fishermen
RHG9	S_RHG9							Tylpol	NA			2017.08.07	16.8	21.4	130.8	Chipwa Fishermen
RHH1	S_RHH1							Tylpol	NA			2017.08.07	15.4	18.2	80.9	Chipwa Fishermen
RHH2	S_RHH2							Tylpol	NA			2017.08.07	13.7	17.0	60.2	Chipwa Fishermen
RHH3	S_RHH3							Tylpol	NA			2017.08.07	15.0	18.7	83.7	Chipwa Fishermen
RHH4	S_RHH4							Tylpol	NA			2017.08.07	15.1	18.8	83.0	Chipwa Fishermen
RHH5	S_RHH5							Tylpol	NA			2017.08.07	13.9	17.5	67.8	Chipwa Fishermen
RHH6	S_RHH6							Tylpol	NA			2017.08.07	14.1	17.7	68.8	Chipwa Fishermen
RHH7	S_RHH7							Tylpol	NA			2017.08.07	13.7	17.3	63.2	Chipwa Fishermen
RHH8	S_RHH8							Tylpol	NA			2017.08.07	13.2	16.8	60.8	Chipwa Fishermen
RHH9	S_RHH9							Batfas	NA			2017.08.07	18.7	22.4	92.7	Chipwa Fishermen
RHI1	S_RHI1							Batfas	M			2017.08.07	19.0	23.1	80.8	Chipwa Fishermen
RHI2	S_RHI2							Hapmic	F			2017.08.07	15.9	18.8	57.3	Chipwa Fishermen
RHI3	S_RHI3							Hapmic	M			2017.08.07	15.8	19.2	61.7	Chipwa Fishermen
RHI4	S_RHI4							Hapmic	NA			2017.08.07	13.4	16.8	37.5	Toby's Place
RHI5	S_RHI5							Hapmic	M			2017.08.07	11.8	14.6	33.4	Toby's Place
RHI6	S_RHI6							Hapmic	F			2017.08.07	12.2	15.9	32.3	Toby's Place
RHI7	S_RHI7							Pethor	NA			2017.08.07	7.5	9.3	15.7	Toby's Place
RHI8	S_RHI8							Lamlem	F			2017.08.07	8.9	10.5	20.3	Toby's Place
RHI9	S_RHI9							Lamlem	M			2017.08.07	7.3	8.7	10.5	Toby's Place
RKA1	S_RKA1							Pethor	NA			2017.08.09	7.2	9.2	14.3	Toby's Place
RKA2	S_RKA2							Pethor	F			2017.08.09	11.2	13.3	39.0	Toby's Place
RKA3	S_RKA3							Pethor	F			2017.08.09	13.7	16.4	78.4	Toby's Place
RKA4	S_RKA4							Pethor	NA			2017.08.09	7.7	9.4	16.5	Toby's Place
RKA5	S_RKA5							Loblab	F			2017.08.09	10.6	12.4	36.0	Toby's Place
RKA6	S_RKA6							Pethor	M			2017.08.09	16.9	20.5	159.3	Toby's Place
RKA7	S_RKA7							Pethor	M			2017.08.09	16.5	20.1	158.6	Toby's Place
RKA8	S_RKA8							Pethor	M			2017.08.09	16.8	20.5	161.7	Toby's Place
RKA9	S_RKA9							Lamlem	M			2017.08.09				Toby's Place
RKB1	S_RKB1							Pethor	NA			2017.08.09	8.5	10.8	25.7	Toby's Place
RKB2	S_RKB2							Pethor	M			2017.08.09	13.9	17.5	106.1	Toby's Place
RKB3	S_RKB3							Petpol	F			2017.08.10	13.1	16.1	84.3	Toby's Place
RKB4	S_RKB4							Petpol	F			2017.08.10	12.7	15.6	77.3	Toby's Place
RKB5	S_RKB5							Petpol	F			2017.08.10	9.6	11.8	30.6	Toby's Place
RKB6	S_RKB6							Neosex	M			2017.08.10	7.1	8.5	8.8	Toby's Place
RKB7	S_RKB7							Lamlem	F			2017.08.10	11.6	13.9	37.1	Toby's Place
RKB8	S_RKB8							Lamlem	F			2017.08.10	9.6	11.6	26.5	Toby's Place
RKB9	S_RKB9							Lamlem	F			2017.08.10	9.6	11.3	21.0	Toby's Place
RKC1	S_RKC1							Petpol	M			2017.08.11	12.0	15.7	73.8	Toby's Place
RKC2	S_RKC2							Petpol	M			2017.08.11	14.6	18.3	11.4	Toby's Place
RKC3	S_RKC3							Petpol	M			2017.08.11	13.6	16.9	93.7	Toby's Place
RKC4	S_RKC4							Neoese	NA			2017.08.19	6.4	7.8	5.4	Kasowo
RKC5	S_RKC5							Neoese	F			2017.08.19	6.6	8.4	6.2	Kasowo
RKC6	S_RKC6							Neoese	F			2017.08.19	7.4	9.3	8.5	Kasowo
RKC7	S_RKC7							Neocyg	F			2017.08.22	5.9	8.1	4.3	Twiyu
RKC8	S_RKC8							Neocyg	M			2017.08.22	8.5	10.3	12.8	Twiyu
RKC9	S_RKC9							Neocyg	M			2017.08.22	8.3	11.0	11.6	Twiyu
RKD1	S_RKD1							Neocyg	M			2017.08.22	7.6	10.7	8.3	Twiyu
RKD2	S_RKD2							Neocyg	F			2017.08.22	5.2	7.3	2.7	Twiyu
RKD3	S_RKD3							Neocyg	F			2017.08.22	5.3	7.5	3.2	Twiyu
RKE7	S_RKE7							Neosex	M			2017.08.24	10.3	12.5	29.9	Malasa Island
RKE8	S_RKE8							Neosex	F			2017.08.24	9.9	11.9	25.2	Malasa Island
RKE9	S_RKE9							Neosex	M			2017.08.24	10.2	12.3	27.3	Malasa Island
RKF1	S_RKF1							Neosex	F			2017.08.24	8.6	10.1	14.9	Malasa Island
RKF2	S_RKF2							Neosex	F			2017.08.24	7.6	9.1	10.3	Malasa Island
RKF3	S_RKF3							Lamlem	M			2017.08.26	17.2	21.4	146.0	Toby's Place
RKF4	S_RKF4							Lamlem	M			2017.08.26	14.5	17.4	65.7	Toby's Place
RKF5	S_RKF5							Ectdes	F			2017.08.26	7.5	9.5	7.7	Toby's Place
RKF6	S_RKF6							Ectdes	M			2017.08.26	7.4	9.5	8.1	Toby's Place
RKF7	S_RKF7							Ectdes	M			2017.08.26	7.3	9.3	7.7	Toby's Place
RKF8	S_RKF8							Ectdes	F			2017.08.26	6.7	8.6	6.2	Toby's Place
RKF9	S_RKF9							Ectdes	M			2017.08.26	7.4	9.4	8.0	Toby's Place
RKG1	S_RKG1							Ectdes	F			2017.08.26	6.7	8.5	6.6	Toby's Place
RKI1	S_RKI1							Cphgib	NA			2017.08.27	8.6	10.5	21.5	Chituta
RKI2	S_RKI2							Lchaur	F			2017.08.27	8.2	10.2	13.8	Chituta
RKI3	S_RKI3							Cphgib	NA			2017.08.27	8.1	9.8	17.5	Chituta
RKI4	S_RKI4							Cphgib	M			2017.08.27	7.9	9.5	16.5	Chituta
RKI5	S_RKI5							Cphgib	NA			2017.08.27	7.2	8.9	15.2	Chituta
RKI6	S_RKI6							Cphgib	NA			2017.08.27	7.2	8.8	11.1	Chituta
RKI7	S_RKI7							Cphgib	NA			2017.08.27	6.2	7.7	6.8	Chituta
RKI8	S_RKI8							Neomux	M			2017.08.27	5.7	7.0	5.1	Chituta
JYD3	S_JYD3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JYD3_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JYD3_B	Hplsta	M			2015.01.10	6.6	8.3	8.2	Bujumbura Creek
RKI9	S_RKI9							Neomux	M			2017.08.27	5.8	7.0	8.0	Chituta
RLA1	S_RLA1							Trioto	NA			2017.08.27	7.5	8.7	11.7	Chituta
RLA2	S_RLA2							Neomux	F			2017.08.27	6.2	7.6	6.9	Chituta
RLA3	S_RLA3							Neopro	NA			2017.08.27	9.2	11.3	22.2	Chituta
RLA5	S_RLA5							Neomux	F			2017.08.27	5.1	6.1	5.4	Chituta
RLA6	S_RLA6							Neomux	M			2017.08.27	6.2	7.3	6.3	Chituta
RLA7	S_RLA7							Neomux	F			2017.08.27	5.4	6.4	4.5	Chituta
RLA8	S_RLA8							Cphgib	F			2017.08.27	12.0	14.6	59.1	Chituta
RLA9	S_RLA9							Benhor	F			2017.08.27	11.4	14.5	29.1	Chituta
RLB1	S_RLB1							Benhor	F			2017.08.27	11.2	13.6	22.2	Chituta
RLB2	S_RLB2							Benhor	F			2017.08.27	13.2	16.4	36.8	Chituta
RLB3	S_RLB3							Cphgib	F			2017.08.27	10.2	12.5	35.2	Chituta
RLB4	S_RLB4							Cphgib	Juvenile			2017.08.27	6.9	8.5	11.4	Chituta
RLB5	S_RLB5							Cphgib	Juvenile			2017.08.27	4.7	6.2	4.4	Chituta
RLB6	S_RLB6							Oretan	F			2017.08.27	28.5	36.4	710.0	Chipwa Fishermen
RLB7	S_RLB7							Oretan	F			2017.08.27	23.4	28.7	458.0	Chipwa Fishermen
RLB8	S_RLB8							Oretan	M			2017.08.27	23.1	27.9	407.0	Chipwa Fishermen
RLB9	S_RLB9							Oretan	F			2017.08.27	21.6	25.5	315.0	Chipwa Fishermen
RLC1	S_RLC1							Oretan	M			2017.08.27	19.2	23.0	131.0	Chipwa Fishermen
RLC2	S_RLC2							Oretan	M			2017.08.27	15.9	19.5	143.0	Chipwa Fishermen
RIA6	S_RIA6							Psccur	M			2017.08.07	8.3	10.6	19.4	Toby's Place
RIA7	S_RIA7							Psccur	F			2017.08.07	8.4	10.7	20.7	Toby's Place
RIA8	S_RIA8							Psccur	M			2017.08.07	7.9	9.6	15.5	Toby's Place
RIA9	S_RIA9							Psccur	F			2017.08.07	8.6	10.7	18.6	Toby's Place
RIB1	S_RIB1							Psccur	F			2017.08.07	8.4	9.9	20.5	Toby's Place
RIB2	S_RIB2							Psccur	M			2017.08.07	7.3	8.6	13.5	Toby's Place
RIB3	S_RIB3							Psccur	F			2017.08.07	6.9	8.4	12.3	Toby's Place
RIB4	S_RIB4							Psccur	F			2017.08.07	6.9	8.3	11.4	Toby's Place
RIB5	S_RIB5							Psccur	F			2017.08.07	6.8	8.2	11.6	Toby's Place
RIB6	S_RIB6							Psccur	F			2017.08.07	6.6	8.0	9.9	Toby's Place
RIB7	S_RIB7							Psccur	F			2017.08.07	7.1	8.5	11.4	Toby's Place
RIB8	S_RIB8							Altcom	F			2017.08.07	6.8	8.1	8.9	Toby's Place
RIB9	S_RIB9							Neomod	M			2017.08.07	7.7	9.2	9.9	Toby's Place
RIC1	S_RIC1							Neomod	M			2017.08.07	6.2	7.6	6.5	Toby's Place
RIC2	S_RIC2							Ctehor	M			2017.08.07	9.6	11.1	19.5	Toby's Place
RIC3	S_RIC3							Ctehor	M			2017.08.07	8.0	9.6	12.3	Toby's Place
RIC4	S_RIC4							Ctehor	F			2017.08.07	7.0	8.2	7.5	Toby's Place
RIC5	S_RIC5							Ctehor	M			2017.08.07	7.4	8.6	8.1	Toby's Place
JEF7	S_JEF7							Batmin	NA		S_JEF7	2014.08.22	8.2	10.2	9.5	Kasenga West Fishermen
RIC6	S_RIC6							Ctehor	M			2017.08.07	7.2	8.4	8.1	Toby's Place
RIC7	S_RIC7							Ctehor	M			2017.08.07	7.2	8.4	7.8	Toby's Place
JAE6	S_JAE6	true	Fabrizia					Boumic	F			2014.07.31	31.2	38.1	490.2	Chipwa Fishermen
JAE7	S_JAE6	true	Fabrizia	false	true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JAE7_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JAE7_B	Boumic	F			2014.07.31	31.2	38.1	490.2	Chipwa Fishermen
RIC8	S_RIC8							Petfas	F			2017.08.07	9.2	10.7	24.6	Toby's Place
RIC9	S_RIC9							Petfas	F			2017.08.07	7.5	8.7	13.1	Toby's Place
RID1	S_RID1							Petfas	F			2017.08.07	7.4	8.7	13.7	Toby's Place
RID2	S_RID2							Loblab	NA			2017.08.07	7.0	8.6	11.1	Toby's Place
RID3	S_RID3							Loblab	M?			2017.08.07	8.0	9.6	14.9	Toby's Place
RID4	S_RID4							Loblab	NA			2017.08.07	8.2	9.9	16.1	Toby's Place
RID5	S_RID5							Loblab	NA			2017.08.07	8.9	10.7	20.7	Toby's Place
RID6	S_RID6							Loblab	NA			2017.08.07	8.5	10.2	18.2	Toby's Place
RID7	S_RID7							Loblab	M			2017.08.07	8.4	10.2	17.7	Toby's Place
RID8	S_RID8							Loblab	NA			2017.08.07	8.4	10.1	17.5	Toby's Place
RID9	S_RID9							Loblab	F			2017.08.07	12.3	14.7	48.3	Toby's Place
RIE1	S_RIE1							Benhor	M			2017.08.08	14.6	19.0	47.9	Chipwa Fishermen
RIE2	S_RIE2							Benhor	M			2017.08.08	12.1	15.2	31.3	Chipwa Fishermen
RIE3	S_RIE3							Benhor	M			2017.08.08	14.9	18.7	48.7	Chipwa Fishermen
RIE4	S_RIE4							Benhor	M			2017.08.08	13.3	16.7	42.6	Chipwa Fishermen
RIE5	S_RIE5							Benhor	M			2017.08.08	13.4	16.8	45.1	Chipwa Fishermen
RIE6	S_RIE6							Benhor	M			2017.08.08	13.7	17.1	44.4	Chipwa Fishermen
RIE7	S_RIE7							Benhor	M			2017.08.08	14.3	18.5	51.0	Chipwa Fishermen
RIE8	S_RIE8							Benhor	M			2017.08.08	12.4	15.7	32.1	Chipwa Fishermen
RIE9	S_RIE9							Benhor	M			2017.08.08	13.0	16.5	41.6	Chipwa Fishermen
RIF1	S_RIF1							Benhor	M			2017.08.08	11.7	14.8	28.2	Chipwa Fishermen
RIF2	S_RIF2							Benhor	F			2017.08.08	14.0	17.4	45.6	Chipwa Fishermen
RIF3	S_RIF3							Batfas	F			2017.08.08	19.5	24.0	95.7	Chipwa Fishermen
RIF4	S_RIF4							Batfas	M			2017.08.08	18.3	22.1	73.2	Chipwa Fishermen
RIF5	S_RIF5							Batfas	M			2017.08.08	17.4	20.8	62.4	Chipwa Fishermen
RIF6	S_RIF6							Batfas	M			2017.08.08	27.0	32.7	233.2	Chipwa Fishermen
RIF7	S_RIF7							Asplep	M			2017.08.08	8.2	10.3	7.1	Toby's Place
RIF8	S_RIF8							Asplep	F			2017.08.08	7.8	10.0	6.1	Toby's Place
RIF9	S_RIF9							Asplep	F			2017.08.08	7.4	9.4	5.6	Toby's Place
RIG1	S_RIG1							Auldew	M			2017.08.08	8.4	10.7	16.6	Toby's Place
RIG2	S_RIG2							Auldew	M			2017.08.08	8.8	11.3	17.4	Toby's Place
RIG3	S_RIG3							Auldew	M			2017.08.08	8.3	11.0	15.2	Toby's Place
RIG4	S_RIG4							Auldew	M			2017.08.08	9.6	12.4	21.0	Toby's Place
RIG5	S_RIG5							Auldew	M			2017.08.08	8.7	11.4	17.8	Toby's Place
RIG6	S_RIG6							Auldew	M			2017.08.08	9.0	11.6	19.4	Toby's Place
RIG7	S_RIG7							Auldew	M			2017.08.08	8.5	11.0	16.8	Toby's Place
RIG8	S_RIG8							Auldew	M			2017.08.08	8.7	11.4	16.9	Toby's Place
RIG9	S_RIG9							Auldew	M			2017.08.08	8.2	10.8	14.9	Toby's Place
RIH1	S_RIH1							Auldew	M			2017.08.08	8.4	10.9	15.3	Toby's Place
RIH2	S_RIH2							Gnapfe	M			2017.08.08	9.9	12.0	25.6	Toby's Place
RIH3	S_RIH3							Gnapfe	M			2017.08.08	9.4	11.4	21.7	Toby's Place
RIH4	S_RIH4							Gnapfe	M			2017.08.08	8.8	10.7	18.6	Toby's Place
RIH5	S_RIH5							Gnapfe	M			2017.08.08	8.7	10.5	17.6	Toby's Place
RIH6	S_RIH6							Gnapfe	F			2017.08.08	8.4	10.0	14.7	Toby's Place
RIH7	S_RIH7							Gnapfe	F			2017.08.08	8.1	9.7	13.9	Toby's Place
RIH8	S_RIH8							Gnapfe	F			2017.08.08	7.9	9.5	13.5	Toby's Place
RIH9	S_RIH9							Gnapfe	F			2017.08.08	7.7	9.4	10.9	Toby's Place
RII1	S_RII1							Gnapfe	F			2017.08.08	8.1	9.7	14.5	Toby's Place
RII2	S_RII2							Gnapfe	F			2017.08.08	8.2	9.8	12.3	Toby's Place
RII3	S_RII3							Gnapfe	F			2017.08.08	7.4	8.9	11.2	Toby's Place
RII4	S_RII4							Lepelo	M			2017.08.08	10.9	13.0	22.0	Toby's Place
RII5	S_RII5							Lepelo	F			2017.08.08	9.3	11.0	15.1	Toby's Place
RII6	S_RII6							Psccur	M			2017.08.08	7.7	9.3	17.6	Toby's Place
RII7	S_RII7							Ctehor	M			2017.08.08	11.8	14.2	34.4	Toby's Place
RII8	S_RII8							Pethor	F			2017.08.09	9.9	11.8	31.6	Toby's Place
RII9	S_RII9							Pethor	NA			2017.08.09	8.0	9.7	18.2	Toby's Place
RJA1	S_RJA1							Neotet	M			2017.08.08	11.0	13.8	28.7	Toby's Place
RJA2	S_RJA2							Neotet	F			2017.08.08	8.9	11.0	15.7	Toby's Place
IVH7	S_IVH7							Xenpap	F		S_IVH7	2014.08.26	5.6	7.1	3.2	Katete 3
RJA3	S_RJA3							Neotet	M			2017.08.08	7.5	9.2	8.0	Toby's Place
RJA4	S_RJA4							Neotet	M			2017.08.08	7.5	9.2	7.0	Toby's Place
RJA5	S_RJA5							Neotet	M			2017.08.09	8.1	10.0	10.7	Toby's Place
RJA6	S_RJA6							Neotet	F			2017.08.09	7.9	9.7	11.0	Toby's Place
RJA7	S_RJA7							Neotet	F			2017.08.09	7.6	9.2	8.7	Toby's Place
RJA8	S_RJA8							Neotet	F			2017.08.09	7.0	8.7	7.2	Toby's Place
RJA9	S_RJA9							Neotet	M			2017.08.09	7.3	9.1	8.4	Toby's Place
RJB1	S_RJB1							Neotet	F			2017.08.09	6.9	8.5	6.5	Toby's Place
RJB2	S_RJB2							Neomod	M			2017.08.09	7.7	9.3	10.8	Toby's Place
RJB3	S_RJB3							Neomod	F			2017.08.09	7.0	8.6	8.6	Toby's Place
RJB4	S_RJB4							Neomod	F			2017.08.09	7.5	9.1	10.2	Toby's Place
RJB5	S_RJB5							Neomod	F			2017.08.09	7.0	8.4	8.2	Toby's Place
RJB6	S_RJB6							Neochr	F			2017.08.09	6.8	8.4	7.0	Toby's Place
RJB7	S_RJB7							Neomod	M			2017.08.09	7.5	9.2	12.4	Toby's Place
RJB8	S_RJB8							Neomod	M			2017.08.10	6.9	8.3	9.0	Toby's Place
RJB9	S_RJB9							Neomod	M			2017.08.10	7.1	9.4	12.4	Toby's Place
RJC1	S_RJC1							Xchhec	NA			2017.08.10	13.3	16.3	51.5	Chipwa Fishermen
RJC2	S_RJC2							Xchhec	NA			2017.08.10	13.3	16.0	46.9	Chipwa Fishermen
RJC3	S_RJC3							Xchhec	NA			2017.08.10	13.7	16.7	53.6	Chipwa Fishermen
RJC4	S_RJC4							Neomod	NA			2017.08.12	9.0	11.1	20.7	Chilesa
RJC5	S_RJC5							Neomod	NA			2017.08.12	8.0	10.0	15.6	Chilesa
RJC6	S_RJC6							Neomod	NA			2017.08.12	6.9	8.5	8.3	Chilesa
RJC7	S_RJC7							Neomod	NA			2017.08.12	6.5	8.0	7.1	Chilesa
RJD3	S_RJD3							Neochr	NA			2017.08.14	9.6	13.6	17.3	Liuli
RJD4	S_RJD4							Neochr	NA			2017.08.14	11.0	15.9	31.5	Liuli
RJD5	S_RJD5							Neochr	NA			2017.08.14	9.9	13.4	17.9	Liuli
RJD6	S_RJD6							Neochr	F			2017.08.14	10.4	14.7	24.0	Liuli
RJD7	S_RJD7							Neochr	F			2017.08.14	9.3	13.0	15.5	Liuli
RJD8	S_RJD8							Neochr	F			2017.08.14	10.0	13.8	20.8	Liuli
RJD9	S_RJD9							Neochr	F			2017.08.14	9.9	13.9	20.0	Liuli
RJE1	S_RJE1							Neochr	F			2017.08.14	9.7	14.0	19.9	Liuli
RJE2	S_RJE2							Neochr	F			2017.08.14	10.4	14.4	22.5	Liuli
RJE3	S_RJE3							Neochr	F			2017.08.14	10.3	14.3	23.1	Liuli
RJE4	S_RJE4							Astbur	M		S_RJE4	2017.08.18	9.2	11.5	25.3	
RJE5	S_RJE5							Astbur	M		S_RJE5	2017.08.18	9.7	12.0	25.7	
RJE6	S_RJE6							Astbur	M		S_RJE6	2017.08.18	9.3	11.2	21.5	
RJE7	S_RJE7							Astbur	M		S_RJE7	2017.08.18	8.8	10.5	18.2	
RJE8	S_RJE8							Astbur	M		S_RJE8	2017.08.18	6.7	8.3	9.7	
RJE9	S_RJE9							Astbur	M		S_RJE9	2017.08.18	6.0	7.4	5.7	
RJF1	S_RJF1							Astbur	M		S_RJF1	2017.08.18	6.5	8.0	7.1	
RJF2	S_RJF2							Astbur	F		S_RJF2	2017.08.18	5.9	7.3	6.3	
RJF3	S_RJF3							Astbur	M		S_RJF3	2017.08.18	6.4	7.9	7.1	
RJF4	S_RJF4							Astbur	M		S_RJF4	2017.08.18	5.8	7.1	4.9	
RJF5	S_RJF5							Astbur	M		S_RJF5	2017.08.18	6.0	7.4	6.4	
RJF6	S_RJF6							Astbur	M		S_RJF6	2017.08.18	5.1	6.4	3.5	
RJF7	S_RJF7							Astbur	M		S_RJF7	2017.08.18	5.4	6.5	4.1	
RJF8	S_RJF8							Astbur	F		S_RJF8	2017.08.18	5.7	7.2	5.2	
RJF9	S_RJF9							Astbur	F		S_RJF9	2017.08.18	5.1	6.4	4.0	
RJG1	S_RJG1							Astbur	F		S_RJG1	2017.08.18	4.9	6.1	3.6	
RJG2	S_RJG2							Astbur	F		S_RJG2	2017.08.18	4.6	5.6	2.7	
RJG3	S_RJG3							Astbur	F		S_RJG3	2017.08.18	5.3	6.4	3.4	
RJG4	S_RJG4							Astbur	F		S_RJG4	2017.08.18	4.6	5.6	2.6	
RJG5	S_RJG5							Astbur	F		S_RJG5	2017.08.18	4.6	5.6	2.4	
RJG6	S_RJG6							Astbur	M		S_RJG6	2017.08.18	9.1	11.2	23.0	
RJG7	S_RJG7							Astbur	M		S_RJG7	2017.08.18	8.9	11.1	20.0	
RJG8	S_RJG8							Astbur	M		S_RJG8	2017.08.18	6.2	7.6	6.3	
RJG9	S_RJG9							Hplsta	M		S_RJG9	2017.08.18	5.9	7.2	5.3	
RJH1	S_RJH1							Hplsta	F		S_RJH1	2017.08.18	4.0	5.0	1.5	
RJH2	S_RJH2							Neobre	M			2017.08.18	3.4	4.1	1.4	Korongwe
RJH3	S_RJH3							Neobre	M			2017.08.18	3.4	4.0	1.3	Korongwe
RJH4	S_RJH4							Neobre	M			2017.08.18	3.3	3.9	1.1	Korongwe
IZG2	S_IZG2							Tresti	M		S_IZG2	2014.07.28	5.6	7.2	4.5	Chipwa Fishermen
INA1	S_INA1							Plemul	NA		S_INA1	2014.08.16	9.4	11.2	15.6	Kombe
JYD6	S_JYD6							Hplsta	F			2015.01.10	5.8	7.2	5.2	Bujumbura Creek
JYD7	S_JYD7							Astbur	M			2015.01.10	5.4	7.0	5.0	Bujumbura Creek
JYD8	S_JYD8							Astbur	M			2015.01.10	5.3	6.7	4.8	Bujumbura Creek
JYD9	S_JYD9							Astbur	F			2015.01.10	4.9	6.2	3.5	Bujumbura Creek
JYE1	S_JYE1							Astbur	F			2015.01.10	4.8	6.1	3.4	Bujumbura Creek
JYE2	S_JYE2							Hplsta	M		S_JYE2	2015.01.10	7.8	9.5	11.0	Bujumbura Creek
JYE3	S_JYE3							Hplsta	M		S_JYE3	2015.01.10	6.8	8.4	8.5	Bujumbura Creek
JYE4	S_JYE4							Hplsta	M		S_JYE4	2015.01.10	5.1	6.1	3.8	Bujumbura Creek
JYE5	S_JYE5							Hplsta	M		S_JYE5	2015.01.10	6.3	7.7	5.4	Bujumbura Creek
JYE6	S_JYE6							Hplsta	M		S_JYE6	2015.01.10	6.2	7.6	5.9	Bujumbura Creek
JYE7	S_JYE7							Hplsta	F		S_JYE7	2015.01.10	6.1	7.6	6.0	Bujumbura Creek
JYE8	S_JYE8							Hplsta	M		S_JYE8	2015.01.10	5.5	7.0	4.5	Bujumbura Creek
JYE9	S_JYE9							Hplsta	F		S_JYE9	2015.01.10	5.3	6.5	3.8	Bujumbura Creek
JYF1	S_JYF1							Hplsta	M?		S_JYF1	2015.01.10	5.9	7.1	5.5	Bujumbura Creek
JYF2	S_JYF2							Hplsta	F?		S_JYF2	2015.01.10	4.8	6.0	2.8	Bujumbura Creek
JZE2	S_JZE2	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZE2		Calple	M			2015.01.12	6.2	7.9	5.2	Bujumbura fishmarket
JZE3	S_JZE3							Calple	M			2015.01.12	6.4	8.1	5.6	Bujumbura fishmarket
JZE4	S_JZE4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZE4_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZE4_B	Calple	F			2015.01.12	6.7	8.3	5.4	Bujumbura fishmarket
JZE5	S_JZE5							Calple	F			2015.01.12	6.0	7.6	4.7	Bujumbura fishmarket
JZE6	S_JZE6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZE6		Xenorn	M			2015.01.12	6.4	8.6	5.5	Bujumbura fishmarket
JZE7	S_JZE7							Xenorn	M			2015.01.12	6.0	8.0	4.4	Bujumbura fishmarket
JZE8	S_JZE8	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZE8		Xenorn	F			2015.01.12	6.1	8.1	5.7	Bujumbura fishmarket
JZE9	S_JZE9							Xenorn	F			2015.01.12	6.6	8.0	5.9	Bujumbura fishmarket
JZF1	S_JZF1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZF1		Neople	M			2015.01.12	5.1	6.2	2.5	Bujumbura fishmarket
JYD5	S_JYD5	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JYD5		Astbur	F			2015.01.10	5.6	6.7	4.8	Bujumbura Creek
JZF2	S_JZF2	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZF2_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZF2_B	Neople	F			2015.01.12				Bujumbura fishmarket
JZF3	S_JZF3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZF3_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZF3_B	Lamorn	M			2015.01.12	4.2	5.1	1.6	Bujumbura fishmarket
JZF4	S_JZF4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZF4_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZF4_B	Lamorn	F			2015.01.12	4.5	5.5	2.4	Bujumbura fishmarket
JZF5	S_JZF5							Calple	M		S_JZF5	2015.01.12	7.3	9.1	8.5	Bujumbura fishmarket
